Dấu thời gian,1. Giới tính của bạn là gì?,2. Bạn là sinh viên năm mấy?,3. Trường đại học bạn đang theo học là gì?,4. Bạn có sử dụng ChatGPT trong việc học không?,5. Xếp loại học tập của bạn là?,6. Điểm trung bình (hệ 4) của bạn sau khi sử dụng ChatGPT có xu hướng ? [Tăng],6. Điểm trung bình (hệ 4) của bạn sau khi sử dụng ChatGPT có xu hướng ? [Giảm],7. Bạn tự đánh giá về việc sử dụng ChatGPT cho quá trình học?,8. Tần suất bạn sử dụng ChatGPT trong 1 ngày là:,9. Các website hỗ trợ việc tra cứu của bạn ngoài ChatGPT là?,10. Mức độ ưu tiên bạn dành cho việc sử dụng ChatGPT so với các website tra cứu học tập khác là?,11. Mức độ đáng tin cậy của bạn dành cho ChatGPT trong việc cung cấp thông tin học tập là?,12. Hiệu quả của ChatGPT trong giải quyết các câu hỏi và vấn đề học tập của bạn là:,13. Mức độ ảnh hưởng của ChatGPT đến khả năng tự học và nghiên cứu của bạn:,14. Mức độ hài lòng với sự trợ giúp của ChatGPT trong việc giải đáp các câu hỏi học tập của bạn:,15. Nội dung chatGPT đưa ra có phù hợp với nội dung tìm kiếm của bạn không?,16. ChatGPT có khả năng truyền cảm hứng và tạo động lực trong việc học không?,17. ChatGPT có ảnh hưởng đến khả năng tư duy sáng tạo của bạn trong việc giải quyết vấn đề không?,18. ChatGPT có thể giúp bạn quản lý thời gian học hiệu quả hơn không?,19. ChatGPT có khả năng thay thế hoàn toàn vai trò của giáo viên trong quá trình học không?,20. Bạn nghĩ sinh viên dùng ChatGPT làm bài tập nhanh hơn bao nhiêu lần so với sinh viên không dùng ChatGPT?,21. Bạn cảm thấy ChatGPT gây phụ thuộc và ảnh hưởng tiêu cực đến khả năng tự học và phát triển bản thân hay không?,22. Bạn nghĩ khi dùng ChatGPT có khiến bạn trở nên lười học không ?,23. Bạn cảm thấy việc sử dụng ChatGPT có cải thiện việc học của bạn hay không?,24. Bạn có hài lòng về kết quả được cung cấp trên ChatGPT không?,"25. Bạn có hiểu bản chất, cách thức hoạt động của ChatGPT không?",26. ChatGPT đưa ra nội dung câu trả lời có phù hợp với hiểu biết của bạn không?,27. Giữa nội dung của google trả về và câu trả lời ChatGPT đưa ra bạn thích câu trả lời của ai hơn?,28. Bạn sẽ sử dụng ChatGPT cho công việc của bạn trong tương lai không?,29. Bạn có biết cách đặt câu hỏi với chatGPT không?,30. Nội dung mà ChatGPT đưa ra càng ngày càng thông minh bạn nghĩ thế nào về việc này?
05/06/2023 20:42,Nam,Năm 2,Trường Đại học Kinh tế – Luật (University of Economics and Law (UEL),Có,3,0.26 - 0.35,,2,1 - 2 giờ,"Wikipedia.org, Youtube.com",1,1,1,1,1,1,Có,Có,Có,Có,3,3,Không,4,3,Có,3,3,Có,Có,hmm
05/06/2023 20:44,Nam,Năm 2,Đại học Khoa học Tự nhiên TP.HCM (Ho Chi Minh City University of Science),Có,2,0.16 - 0.25,,2,1 - 2 giờ,Google.com,2,3,3,2,2,2,Có,Có,Có,Có,2,2,Có,3,3,Có,3,3,Có,Có,chịu
05/06/2023 20:44,Nam,Năm 3,Đại học Khoa học Tự nhiên TP.HCM (Ho Chi Minh City University of Science),Có,3,0.26 - 0.35,< 0.15,2,2 - 3 giờ,Google.com,2,5,4,1,4,3,Có,Có,Có,Có,2,1,Không,4,4,Có,3,3,Không,Không,kh ý kiến
05/06/2023 20:44,Nam,Năm 3,Đại học Bách Khoa TP.HCM (Ho Chi Minh City University of Technology),Có,2,0.16 - 0.25,,3,< 1 giờ,"Wikipedia.org, Google.com",2,3,3,3,3,3,Có,Có,Có,Có,3,3,Có,3,3,Có,3,3,Có,Có,khong quan tâm
05/06/2023 20:45,Nam,Năm 4,Đại học Kinh tế TP.HCM (Ho Chi Minh City University of Economics),Có,3,0.26 - 0.35,0.16 - 0.25,4,> 3 giờ,Google.com,2,4,4,4,4,3,Có,Không,Không,Không,3,3,Có,1,5,Không,4,4,Có,Có,tôi chỉ cần sách không cần nó
05/06/2023 20:45,Nam,Năm 2,Trường Đại học Kinh tế – Luật (University of Economics and Law (UEL),Có,2,,0.16 - 0.25,3,< 1 giờ,Google.com,1,1,2,2,2,2,Có,Có,Có,Có,3,3,Có,3,2,Có,3,3,Có,Có,.
05/06/2023 20:45,Nam,Năm 1,Đại học Sư phạm TP.HCM (Ho Chi Minh City University of Education),Có,3,0.26 - 0.35,< 0.15,4,2 - 3 giờ,Google.com,2,3,4,3,2,3,Có,Không,Không,Không,3,3,Có,5,5,Không,2,2,Không,Không,No
05/06/2023 20:46,Nữ,Năm 4,Đại học Khoa học Tự nhiên TP.HCM (Ho Chi Minh City University of Science),Không,3,0.16 - 0.25,< 0.15,4,2 - 3 giờ,Youtube.com,2,5,5,3,2,3,Không,Không,Có,Không,2,3,Không,2,4,Không,2,2,Có,Không,Nó sẽ khiến sinh viên làm biến và ỷ lại nhiều hơn nên có những biện pháp ngăn cấm sự phát triển của nó
05/06/2023 20:46,Nam,Năm 2,Đại học Kinh tế TP.HCM (Ho Chi Minh City University of Economics),Có,2,0.16 - 0.25,,3,< 1 giờ,Google.com,2,3,3,3,3,3,Có,Có,Có,Có,3,3,Có,3,3,Có,3,3,Có,Có,Ngủ đi quan tâm làm gì
05/06/2023 20:52,Nam,Năm 2,Đại học Khoa học Tự nhiên TP.HCM (Ho Chi Minh City University of Science),Có,4,0.36 - 0.45,,3,2 - 3 giờ,"Wikipedia.org, Google.com, Youtube.com",1,4,4,2,4,3,Có,Có,Không,Không,4,5,Có,4,4,Có,2,5,Có,Có,Không
05/06/2023 20:53,Nữ,Năm 3,Đại học Khoa học Xã hội và Nhân văn TP.HCM (Ho Chi Minh City University of Social Sciences and Humanities),Không,1,0.26 - 0.35,< 0.15,1,2 - 3 giờ,Youtube.com,2,1,1,4,3,4,Không,Có,Có,Có,2,3,Có,2,3,Có,3,3,Có,Có,Bình thường
05/06/2023 20:53,Nữ,Năm 3,Đại học Công nghiệp TP.HCM (Ho Chi Minh City University of Industry),Có,3,0.16 - 0.25,,3,1 - 2 giờ,Google.com,2,3,3,2,3,4,Không,Có,Không,Có,2,3,Không,3,2,Không,3,2,Không,Có,tôi không ý kiến
05/06/2023 21:01,Nữ,Năm 3,Trường Đại học Kinh tế – Luật (University of Economics and Law (UEL),Không,1,0.26 - 0.35,< 0.15,4,> 3 giờ,Google.com,2,4,3,3,1,2,Có,Có,Không,Có,4,3,Không,3,4,Không,2,2,Không,Không,Tôi thấy bình thường
05/06/2023 21:03,Nam,Năm 2,Đại học Công nghệ Thông tin TP.HCM (Ho Chi Minh City University of Information Technology),Có,4,0.36 - 0.45,,1,< 1 giờ,"Google.com, Youtube.com",3,3,2,2,2,3,Có,Có,Có,Có,2,2,Có,2,3,Không,2,3,Không,Có,Không
05/06/2023 21:04,Nam,Năm 3,Trường Đại học Kinh tế – Luật (University of Economics and Law (UEL),Có,1,< 0.15,0.26 - 0.35,3,> 3 giờ,Wikipedia.org,2,3,3,3,4,5,Có,Không,Không,Không,3,4,Không,3,4,Có,4,2,Có,Có,No problem
05/06/2023 21:05,Nam,Năm 3,Trường Đại học Kinh tế – Luật (University of Economics and Law (UEL),Có,4,0.26 - 0.35,< 0.15,2,1 - 2 giờ,Google Scholar,3,4,4,3,3,1,Có,Không,Không,Có,4,3,Có,3,3,Có,3,1,Có,Không,good
05/06/2023 21:06,Nữ,Năm 3,Trường Đại học Kinh tế – Luật (University of Economics and Law (UEL),Có,2,0.36 - 0.45,< 0.15,3,2 - 3 giờ,Wikipedia.org,2,3,3,5,5,2,Có,Không,Không,Không,4,4,Có,1,4,Không,5,3,Có,Có,Nó sẽ giúp nhiều sinh viên năm 4 đỡ mệt với các báo cáo luận văn
05/06/2023 21:07,Nam,Năm 3,Đại học Kinh tế TP.HCM (Ho Chi Minh City University of Economics),Có,4,0.16 - 0.25,,4,1 - 2 giờ,"Google.com, Youtube.com",1,4,4,5,4,5,Không,Không,Có,Có,5,4,Không,4,4,Có,4,3,Có,Không,Có
05/06/2023 21:08,Nam,Năm 4,Trường Đại học Kinh tế – Luật (University of Economics and Law (UEL),Có,1,0.26 - 0.35,< 0.15,3,< 1 giờ,Wikipedia.org,1,4,4,2,3,1,Có,Có,Có,Không,1,2,Không,3,1,Không,5,3,Có,Không,.
05/06/2023 21:09,Nữ,Năm 4,Đại học Sài Gòn (Saigon University),Không,4,< 0.15,0.26 - 0.35,1,2 - 3 giờ,Youtube.com,1,3,4,3,3,4,Có,Có,Có,Có,3,3,Có,2,2,Có,2,4,Có,Không,Toi đồng ý với ý kiến này
05/06/2023 21:12,Nữ,Năm 2,Đại học Luật TP.HCM (Ho Chi Minh City University of Law),Không,4,,< 0.15,1,< 1 giờ,"Google.com, Youtube.com",3,2,2,1,2,2,Không,Có,Không,Không,2,5,Có,1,2,Có,5,1,Không,Có,Không đúng lắm
05/06/2023 21:16,Nam,Năm 2,Đại học Công nghệ Thông tin TP.HCM (Ho Chi Minh City University of Information Technology),Có,4,0.36 - 0.45,,5,1 - 2 giờ,"Google.com, Youtube.com",1,5,5,2,5,5,Có,Có,Có,Không,4,3,Có,5,4,Có,5,5,Có,Có,Có
05/06/2023 21:17,Nam,Năm 1,Trường Đại học Kinh tế – Luật (University of Economics and Law (UEL),Có,3,0.16 - 0.25,,4,2 - 3 giờ,Google.com,1,4,4,4,5,5,Không,Có,Không,Không,3,4,Có,3,4,Có,4,5,Có,Có,Đúng
05/06/2023 21:19,Nữ,Năm 3,Đại học Kinh tế TP.HCM (Ho Chi Minh City University of Economics),Có,3,0.16 - 0.25,,3,1 - 2 giờ,"Wikipedia.org, Google Scholar",2,3,3,3,3,3,Không,Có,Có,Không,3,3,Có,3,3,Có,3,3,Có,Có,Đúng
05/06/2023 21:42,Nam,Năm 2,Đại học Nông Lâm TP.HCM (Ho Chi Minh City University of Agriculture and Forestry),Có,3,0.26 - 0.35,0.26 - 0.35,4,2 - 3 giờ,"Google Scholar, Khác",3,3,3,3,3,3,Có,Có,Có,Có,3,3,Có,3,3,Có,3,3,Có,Có,10đ
05/06/2023 21:48,Nam,Năm 4,Đại học Kinh tế TP.HCM (Ho Chi Minh City University of Economics),Có,4,0.26 - 0.35,,4,< 1 giờ,"Google.com, Youtube.com",1,4,5,4,3,4,Có,Có,Có,Không,4,4,Không,4,4,Có,4,5,Có,Có,ChatGPT vẫn còn phát triển
05/06/2023 21:50,Nữ,Năm 2,Đại học Công nghệ Thông tin TP.HCM (Ho Chi Minh City University of Information Technology),Có,4,0.36 - 0.45,,5,> 3 giờ,"Google.com, Youtube.com",3,5,5,4,5,4,Có,Không,Có,Không,4,5,Không,5,5,Có,3,5,Có,Có,Có
05/06/2023 22:03,Nam,Năm 2,Đại học Công nghệ TP.HCM (Ho Chi Minh City University of Technology),Không,2,0.16 - 0.25,0.26 - 0.35,2,1 - 2 giờ,"Wikipedia.org, Google.com, Youtube.com, Google Scholar",3,2,2,2,4,4,Không,Không,Có,Có,3,2,Có,2,2,Không,4,3,Có,Có,Tuyệt hảo
05/06/2023 22:27,Nam,Năm 2,Đại học Công nghệ TP.HCM (Ho Chi Minh City University of Technology),Có,3,0.36 - 0.45,,1,< 1 giờ,Google.com,3,2,2,2,3,3,Không,Không,Có,Có,3,2,Không,3,3,Có,3,2,Có,Có,Mình thấy nó thật có ích trong việc tìm hiểu kiến thức mới
05/06/2023 22:30,Nữ,Năm 2,Đại học Sư phạm TP.HCM (Ho Chi Minh City University of Education),Có,4,0.26 - 0.35,0.26 - 0.35,4,1 - 2 giờ,"Google.com, Khác",2,4,3,2,3,2,Có,Có,Không,Không,3,3,Có,3,3,Có,3,3,Có,Có,....
05/06/2023 22:30,Nam,Năm 2,Đại học FPT (FPT University),Có,3,0.36 - 0.45,,3,< 1 giờ,Google.com,2,3,3,2,4,2,Có,Có,Có,Không,3,3,Có,3,2,Có,2,1,Không,Có,.
05/06/2023 22:30,Nam,Năm 2,Trường Đại học Kinh tế – Luật (University of Economics and Law (UEL),Có,2,0.26 - 0.35,,1,2 - 3 giờ,Youtube.com,2,5,1,3,3,3,Có,Có,Có,Có,1,1,Có,1,1,Có,3,4,Không,Có,ok
05/06/2023 22:30,Nam,Năm 2,Đại học RMIT Việt Nam (RMIT University Vietnam),Có,1,,< 0.15,5,> 3 giờ,Google.com,3,5,5,5,5,5,Có,Không,Có,Có,5,1,Không,5,5,Có,5,5,Có,Không,Bình thường
05/06/2023 22:31,Nữ,Năm 2,Đại học Văn Lang (Van Lang University),Có,4,0.26 - 0.35,,4,1 - 2 giờ,"Google.com, Google Scholar",2,3,3,3,3,3,Không,Có,Có,Không,3,3,Không,4,3,Có,3,2,Có,Có,thông tin nhanh nhưng cũng hình thành thói quen lười tư duy phản biện
05/06/2023 22:37,Nữ,Năm 3,Đại học Tài chính - Marketing TP.HCM (Ho Chi Minh City University of Finance and Marketing),Không,3,0.16 - 0.25,< 0.15,1,< 1 giờ,"Google.com, Youtube.com",3,2,2,3,3,3,Có,Có,Có,Có,3,3,Có,3,3,Có,3,3,Có,Có,Ổn
05/06/2023 22:37,Nam,Năm 2,Đại học Kinh tế TP.HCM (Ho Chi Minh City University of Economics),Không,3,< 0.15,,3,< 1 giờ,"Wikipedia.org, Google.com, Google Scholar, Khác",1,3,3,3,3,3,Không,Có,Có,Không,3,3,Có,3,3,Có,3,3,Có,Có,Đồng ý với vấn đề này
05/06/2023 22:43,Nam,Năm 2,Đại học Khoa học Xã hội và Nhân văn TP.HCM (Ho Chi Minh City University of Social Sciences and Humanities),Có,3,0.26 - 0.35,,4,< 1 giờ,"Google.com, Google Scholar",2,3,3,3,3,3,Có,Có,Có,Không,2,2,Có,3,3,Không,3,3,Có,Có,nó nên vậy
05/06/2023 22:44,Nam,Năm 2,Đại học Kinh tế TP.HCM (Ho Chi Minh City University of Economics),Có,4,0.36 - 0.45,,3,2 - 3 giờ,Google.com,2,1,5,2,1,3,Không,Có,Không,Có,3,1,Có,1,5,Có,1,4,Không,Không,Tuyệt vời
05/06/2023 22:45,Nữ,Năm 2,Đại học Tài chính - Marketing TP.HCM (Ho Chi Minh City University of Finance and Marketing),Có,2,< 0.15,,1,< 1 giờ,Khác,1,1,2,2,2,2,Không,Không,Không,Có,3,3,Có,3,2,Không,1,3,Không,Có,Không nói gì thêm
05/06/2023 22:46,Nữ,Năm 3,Đại học Y Dược TP.HCM (Ho Chi Minh City University of Medicine and Pharmacy),Có,3,0.36 - 0.45,,4,> 3 giờ,Youtube.com,2,4,4,3,3,3,Có,Không,Không,Không,5,3,Có,4,3,Không,4,1,Có,Không,Bình thường
05/06/2023 22:46,Nam,Năm 3,Đại học Giao thông Vận tải TP.HCM (Ho Chi Minh City University of Transport),Có,3,0.36 - 0.45,,5,1 - 2 giờ,Google.com,1,1,1,3,3,5,Có,Có,Không,Không,5,3,Có,3,5,Có,3,4,Có,Có,Tốt
05/06/2023 22:49,Nam,Năm 3,Đại học Công nghệ TP.HCM (Ho Chi Minh City University of Technology),Có,4,0.26 - 0.35,,3,< 1 giờ,Google.com,2,3,3,5,3,3,Có,Có,Có,Không,4,4,Có,3,3,Không,3,3,Có,Có,Em mong nó đừng thay thế hoàn toàn con người
05/06/2023 22:49,Nam,Năm 2,Đại học Kinh tế TP.HCM (Ho Chi Minh City University of Economics),Có,2,0.26 - 0.35,,3,< 1 giờ,Khác,1,4,3,2,4,4,Có,Có,Không,Không,3,3,Không,3,3,Có,4,4,Có,Có,Không
05/06/2023 22:49,Nam,Năm 1,Đại học Công nghệ TP.HCM (Ho Chi Minh City University of Technology),Không,4,,,1,< 1 giờ,"Wikipedia.org, Google.com, Youtube.com",3,3,2,3,3,3,Không,Không,Không,Không,3,4,Có,3,3,Không,3,3,Có,Có,Em không sử dụng ChatGPT
05/06/2023 22:49,Nam,Năm 3,Đại học Công nghệ TP.HCM (Ho Chi Minh City University of Technology),Có,3,0.26 - 0.35,,4,< 1 giờ,Google.com,1,4,3,3,3,3,Có,Có,Không,Không,2,4,Có,2,3,Có,3,5,Có,Không,Rất hay ạ
05/06/2023 22:50,Nam,Năm 1,Đại học Công nghệ TP.HCM (Ho Chi Minh City University of Technology),Có,3,0.36 - 0.45,,3,< 1 giờ,Google.com,3,3,5,3,4,5,Có,Có,Có,Không,4,4,Có,5,5,Có,5,5,Có,Có,tôi chưa nghĩ đến
05/06/2023 22:50,Nam,Năm 2,Đại học Công nghệ TP.HCM (Ho Chi Minh City University of Technology),Có,3,> 0.45,0.16 - 0.25,5,> 3 giờ,Khác,2,3,3,3,3,3,Có,Có,Có,Có,3,3,Có,3,3,Có,3,3,Có,Có,hjhj haha hoho
05/06/2023 22:50,Khác,Năm 4,Đại học Ngoại thương TP.HCM (Ho Chi Minh City University of Foreign Trade),Không,3,> 0.45,,5,> 3 giờ,Google.com,3,5,5,5,5,5,Có,Có,Có,Có,5,5,Có,5,5,Có,5,5,Có,Có,Next
05/06/2023 22:51,Nam,Năm 2,Đại học Công nghệ Thông tin TP.HCM (Ho Chi Minh City University of Information Technology),Có,2,0.16 - 0.25,0.16 - 0.25,2,1 - 2 giờ,"Google.com, Youtube.com",2,2,2,3,3,4,Có,Không,Có,Không,2,2,Có,4,4,Có,3,3,Có,Có,Bình thường
05/06/2023 22:52,Nam,Năm 1,Đại học Công nghệ TP.HCM (Ho Chi Minh City University of Technology),Không,2,,0.16 - 0.25,1,< 1 giờ,"Wikipedia.org, Google.com",3,1,1,1,2,1,Không,Không,Không,Có,2,1,Không,1,1,Có,2,1,Không,Không,Mình không nghĩ nó sẽ ngày càng thông minh hơn trong khi database của nó lại bị ảnh hưởng bởi chính người feed nó những data cho ChatGpt
05/06/2023 22:52,Nam,Năm 2,Đại học Công nghệ TP.HCM (Ho Chi Minh City University of Technology),Có,3,< 0.15,,3,< 1 giờ,Google.com,2,5,5,3,5,3,Có,Không,Có,Không,3,1,Không,3,5,Có,3,5,Có,Có,Bình thường
05/06/2023 22:52,Nữ,Năm 2,Đại học Kinh tế TP.HCM (Ho Chi Minh City University of Economics),Có,4,0.16 - 0.25,,3,< 1 giờ,Google.com,1,5,5,3,3,4,Không,Có,Không,Không,4,3,Có,3,4,Có,3,5,Có,Có,Chưa chắc
05/06/2023 22:53,Nữ,Năm 2,Đại học Công nghệ Thông tin TP.HCM (Ho Chi Minh City University of Information Technology),Có,2,0.16 - 0.25,0.16 - 0.25,3,< 1 giờ,"Google.com, Youtube.com, Google Scholar",1,2,2,3,3,3,Không,Không,Không,Không,3,3,Có,4,3,Có,3,3,Có,Có,Ổn với việc này
05/06/2023 22:54,Nữ,Năm 2,Đại học Luật TP.HCM (Ho Chi Minh City University of Law),Có,3,< 0.15,,3,1 - 2 giờ,Google.com,2,4,4,4,4,4,Có,Không,Có,Không,3,4,Không,4,4,Có,3,3,Có,Có,Tốt
05/06/2023 22:55,Nữ,Năm 2,Đại học Công nghệ TP.HCM (Ho Chi Minh City University of Technology),Có,2,< 0.15,,4,1 - 2 giờ,"Google.com, Youtube.com, Google Scholar",2,3,3,3,4,3,Có,Không,Có,Không,2,2,Không,3,4,Có,2,3,Có,Không,Thế sẽ giúp ích được cho việc giải quyết vấn đề
05/06/2023 22:56,Nam,Năm 3,Đại học Công nghệ TP.HCM (Ho Chi Minh City University of Technology),Có,4,< 0.15,,5,< 1 giờ,"Wikipedia.org, Google.com, Youtube.com, Google Scholar",3,2,3,5,3,3,Có,Có,Không,Không,2,2,Có,3,2,Có,4,2,Có,Có,trong tương lai rất khó có thể thay thể được so với việc tự tìm hiểu do lượng thông tin dữ liệu mà nó có cho các phiên bản thường rất khác nhau
05/06/2023 22:56,Nam,Năm 3,Đại học Công nghệ TP.HCM (Ho Chi Minh City University of Technology),Có,3,< 0.15,,1,< 1 giờ,"Wikipedia.org, Google.com, Youtube.com",1,4,3,2,4,4,Không,Có,Có,Không,2,4,Có,2,4,Không,3,3,Có,Không,"Về mặt tích cực, ChatGPT hỗ trợ tìm hiểu các kiến thức ở mức cơ bản tới trung bình. Giúp tăng tốc độ và hiệu suất công việc. Về mặt tiêu cực, việc lạm dụng ChatGPT trong học tập sẽ làm giảm khả năng nghiên cứu chuyên sâu và tự học, hệ lụy ảnh hưởng về lâu dài là rất lớn."
05/06/2023 22:58,Nam,Năm 2,Đại học Bách Khoa TP.HCM (Ho Chi Minh City University of Technology),Có,1,< 0.15,< 0.15,1,< 1 giờ,Google.com,1,1,1,1,1,1,Có,Có,Có,Có,1,1,Có,1,1,Có,1,1,Có,Có,Hehe
05/06/2023 22:58,Nam,Năm 4,Đại học Công nghiệp TP.HCM (Ho Chi Minh City University of Industry),Có,2,0.26 - 0.35,,4,2 - 3 giờ,Google.com,1,3,3,3,3,3,Có,Có,Không,Không,3,4,Có,3,4,Có,3,3,Có,Có,Tốt
05/06/2023 22:59,Nam,Năm 3,Đại học Công nghệ TP.HCM (Ho Chi Minh City University of Technology),Có,2,0.16 - 0.25,,3,< 1 giờ,"Google.com, Youtube.com",1,3,3,3,4,4,Có,Không,Có,Không,3,2,Không,4,4,Có,4,3,Có,Có,kha la tien ich
05/06/2023 23:00,Nam,Năm 1,Đại học Công nghệ TP.HCM (Ho Chi Minh City University of Technology),Không,3,,0.36 - 0.45,1,< 1 giờ,"Wikipedia.org, Google.com, Youtube.com, Khác",3,3,3,1,3,3,Không,Không,Không,Không,2,4,Không,2,2,Có,3,3,Có,Có,Khá quan ngại
05/06/2023 23:00,Nam,Năm 1,Đại học Công nghệ TP.HCM (Ho Chi Minh City University of Technology),Có,4,< 0.15,,3,< 1 giờ,"Google.com, Youtube.com",1,3,4,4,4,4,Không,Có,Có,Không,3,2,Không,2,3,Không,4,3,Có,Có,Tốt
05/06/2023 23:01,Nam,Năm 3,Đại học Công nghệ TP.HCM (Ho Chi Minh City University of Technology),Có,3,0.26 - 0.35,,4,1 - 2 giờ,"Wikipedia.org, Google.com, Youtube.com",1,2,2,3,4,4,Có,Không,Có,Không,4,4,Có,4,4,Có,4,4,Có,Không,Ko ý kiến
05/06/2023 23:01,Nữ,Năm 1,Đại học Công nghệ TP.HCM (Ho Chi Minh City University of Technology),Có,3,0.26 - 0.35,,1,< 1 giờ,Khác,3,3,2,2,2,2,Có,Không,Không,Không,1,2,Không,4,3,Có,3,3,Không,Có,về mọi vấn đề trừ lịch sử
05/06/2023 23:03,Nam,Năm 3,Đại học Công nghệ TP.HCM (Ho Chi Minh City University of Technology),Có,3,> 0.45,,4,2 - 3 giờ,Google.com,2,3,4,4,2,3,Không,Có,Có,Không,4,4,Không,4,2,Có,3,3,Có,Có,good
05/06/2023 23:05,Nữ,Năm 3,Đại học Luật TP.HCM (Ho Chi Minh City University of Law),Có,3,0.26 - 0.35,,3,1 - 2 giờ,Khác,1,3,3,2,3,2,Có,Không,Có,Không,2,3,Có,2,2,Có,2,3,Có,Có,Nó giúp rất nhiều việc và có thể giải thích được nhiều vấn đề mà mọi người có thể đưa ra
05/06/2023 23:08,Nam,Năm 1,Đại học Công nghệ TP.HCM (Ho Chi Minh City University of Technology),Không,3,,,1,< 1 giờ,Google.com,3,1,1,1,1,3,Có,Có,Có,Có,2,3,Có,3,3,Không,3,2,Có,Không,em ko dùng chat gpt sao em biết đc....
05/06/2023 23:09,Nam,Năm 3,Đại học Công nghệ TP.HCM (Ho Chi Minh City University of Technology),Có,2,0.16 - 0.25,,4,1 - 2 giờ,"Google.com, Youtube.com",2,4,3,3,3,3,Có,Có,Có,Không,2,3,Không,3,3,Không,4,4,Có,Có,Nó hay
05/06/2023 23:11,Nam,Năm 2,Trường Đại học Kinh tế – Luật (University of Economics and Law (UEL),Không,2,0.36 - 0.45,,4,> 3 giờ,"Google.com, Youtube.com, Google Scholar",1,1,5,1,5,5,Có,Có,Có,Có,3,2,Có,3,3,Không,3,3,Có,Không,Vhh
05/06/2023 23:19,Nam,Năm 2,Đại học Công nghệ TP.HCM (Ho Chi Minh City University of Technology),Có,3,> 0.45,,5,2 - 3 giờ,Google.com,2,4,3,4,4,3,Có,Có,Có,Có,4,4,Có,4,4,Có,4,4,Có,Có,Nó khá là hiểu quả trong quá trình học.
05/06/2023 23:20,Nam,Năm 2,Đại học Công nghệ Thông tin TP.HCM (Ho Chi Minh City University of Information Technology),Có,3,> 0.45,,3,2 - 3 giờ,"Google.com, Khác",2,2,2,3,3,3,Có,Có,Có,Có,3,3,Có,3,3,Có,3,3,Có,Có,ok
05/06/2023 23:23,Nữ,Năm 3,Đại học Tài chính - Marketing TP.HCM (Ho Chi Minh City University of Finance and Marketing),Có,3,0.26 - 0.35,,3,< 1 giờ,"Wikipedia.org, Google.com",3,4,4,3,3,3,Có,Có,Không,Không,2,3,Có,3,3,Không,5,5,Có,Có,Các ý rõ ràng giúp chúng ta dễ hiểu hihi
05/06/2023 23:24,Nam,Năm 4,Đại học Công nghệ TP.HCM (Ho Chi Minh City University of Technology),Có,4,> 0.45,,5,1 - 2 giờ,Google.com,1,5,5,3,3,3,Có,Có,Có,Không,4,4,Không,3,3,Có,4,3,Có,Có,.
05/06/2023 23:25,Nam,Năm 1,Đại học Công nghệ TP.HCM (Ho Chi Minh City University of Technology),Có,4,0.36 - 0.45,,3,< 1 giờ,Google.com,2,4,4,1,3,3,Không,Không,Có,Có,3,1,Không,5,5,Có,4,3,Có,Có,Good.
05/06/2023 23:27,Nữ,Năm 3,Đại học Công nghệ TP.HCM (Ho Chi Minh City University of Technology),Không,3,,,3,< 1 giờ,"Google.com, Youtube.com, Google Scholar",3,3,3,5,3,3,Không,Không,Có,Không,4,5,Có,3,3,Không,3,1,Có,Có,rất tiện lợi
05/06/2023 23:31,Nam,Năm 3,Trường Đại học Kinh tế – Luật (University of Economics and Law (UEL),Có,3,0.26 - 0.35,,5,1 - 2 giờ,Google.com,2,4,4,3,3,3,Có,Không,Có,Không,3,3,Không,3,4,Có,3,3,Có,Có,Đúng
05/06/2023 23:33,Nữ,Năm 1,Trường Đại học Kinh tế – Luật (University of Economics and Law (UEL),Có,3,0.16 - 0.25,,3,2 - 3 giờ,"Google.com, Youtube.com",3,3,3,1,5,5,Có,Có,Có,Không,4,3,Không,4,4,Có,5,5,Có,Có,Đúng
05/06/2023 23:34,Nữ,Năm 2,Trường Đại học Kinh tế – Luật (University of Economics and Law (UEL),Có,3,0.26 - 0.35,,4,1 - 2 giờ,Wikipedia.org,2,3,3,4,4,4,Có,Có,Có,Không,4,4,Có,4,4,Có,4,4,Có,Có,Đúng
05/06/2023 23:35,Nam,Năm 3,Trường Đại học Kinh tế – Luật (University of Economics and Law (UEL),Có,3,0.16 - 0.25,,4,2 - 3 giờ,Google.com,1,4,4,4,4,4,Có,Có,Có,Không,5,4,Có,4,4,Có,4,3,Có,Có,Đúng
05/06/2023 23:35,Nam,Năm 3,Đại học Công nghệ TP.HCM (Ho Chi Minh City University of Technology),Có,3,0.36 - 0.45,,5,2 - 3 giờ,"Wikipedia.org, Google.com, Youtube.com, Khác",1,4,4,5,4,4,Có,Có,Có,Có,5,4,Có,4,4,Có,4,3,Có,Có,Chatgpt
05/06/2023 23:35,Nữ,Năm 4,Trường Đại học Kinh tế – Luật (University of Economics and Law (UEL),Có,3,0.26 - 0.35,,4,2 - 3 giờ,Youtube.com,2,3,3,4,4,4,Có,Có,Có,Không,4,4,Có,4,4,Có,4,4,Có,Có,Đúng
05/06/2023 23:36,Nam,Năm 3,Trường Đại học Kinh tế – Luật (University of Economics and Law (UEL),Có,3,0.16 - 0.25,,4,2 - 3 giờ,Youtube.com,2,4,4,4,4,5,Có,Có,Có,Không,4,4,Có,5,4,Có,4,4,Có,Có,Đúng
